Polarity,Id,Date,Query,User,Text,cleaned_text
4,2162,Sun May 24 16:19:00 UTC 2009,50d,trevorcgibson,Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!,picked new canon dits beautiful prepare seriously awesome photography
4,2163,Sun May 24 16:19:03 UTC 2009,50d,ashpeckham,Just got my new toy. Canon 50D. Love love love it!,got new toy canon love love love
4,2164,Sun May 24 20:48:13 UTC 2009,lambda calculus,davidivins,Learning about lambda calculus :),learning lambda calculus
2,2165,Sun May 24 20:49:34 UTC 2009,east palo alto,SCSanFrancisco,"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m",jobs sittercity help taking care sick child east palo alto ca
4,2166,Sun May 24 20:50:19 UTC 2009,east palo alto,nfarzan,I'm moving to East Palo Alto!,im moving east palo alto
4,2171,Mon May 25 17:14:58 UTC 2009,stanford,tylerlin,@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!,atebits finished watching stanford iphone class session really appreciate rock
4,2172,Mon May 25 17:15:05 UTC 2009,stanford,souleaterjh,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around),hi saw stanford talk really liked advice saying hi singapore yes videos get around
2,2173,Mon May 25 17:15:18 UTC 2009,stanford,MbaAdmission,#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd,mba admissions tips stanford gsb deadlines essay topics
2,2174,Mon May 25 17:15:35 UTC 2009,stanford,narain,Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship,ethics nonprofits stanford socialentrepreneurship
4,2175,Mon May 25 17:16:52 UTC 2009,lakers,JuanGir,LAKERS tonight let's go!!!!,lakers tonight lets go
4,2176,Mon May 25 17:17:10 UTC 2009,lakers,Alexi_G,Will the Lakers kick the Nuggets ass tonight?,lakers kick nuggets ass tonight
0,2177,Mon May 25 17:18:49 UTC 2009,north korea,one_eighteen,Oooooooh... North Korea is in troubleeeee! http://bit.ly/19epAH,oooooooh north korea troubleeeee
0,2178,Mon May 25 17:19:07 UTC 2009,north korea,FOLKTALE09,Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379,wat heck north korea conducted powerful nuclear tests follow link
0,2179,Mon May 25 17:19:30 UTC 2009,north korea,Mvsic,Listening to Obama... Friggin North Korea...,listening obama friggin north korea
0,2180,Mon May 25 17:21:16 UTC 2009,pelosi,CFURNAROS,"I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012",realized three monkeys white obamabidenpelosi sarah palin
0,2181,Mon May 25 17:21:30 UTC 2009,pelosi,Rachael90210,@foxnews Pelosi should stay in China and never come back.,pelosi stay china never come back
0,2182,Mon May 25 17:21:35 UTC 2009,pelosi,TylerSchmidt,Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this,nancy pelosi gave worst commencement speech ive ever heard yes im still bitter
0,2183,Mon May 25 17:25:36 UTC 2009,insects,KayJay_x,ugh. the amount of times these stupid insects have bitten me. Grr..,ugh amount times stupid insects bitten grr
4,2184,Mon May 25 17:25:54 UTC 2009,insects,BecCrew,Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p,prettiest insects ever pink katydids
0,2185,Mon May 25 17:26:30 UTC 2009,insects,euthanasia86,Just got barraged by a horde of insects hungry for my kitchen light. So scary.,got barraged horde insects hungry kitchen light scary
4,2187,Mon May 25 17:29:06 UTC 2009,mcdonalds,connlocks,Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;),mcdonalds dinner goooood big mac meal
4,2188,Mon May 25 17:29:11 UTC 2009,mcdonalds,MamiYessi,AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =],ahh yes lol ima tell hubby go get sum mcdonalds
4,2190,Mon May 25 17:29:46 UTC 2009,mcdonalds,Yuleineeee,Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy.,stopped lunch mcdonalds chicken nuggetssss yummmmmy
4,2191,Mon May 25 17:29:51 UTC 2009,mcdonalds,XrachulX,Could go for a lot of McDonalds. i mean A LOT.,could go lot mcdonalds mean lot
4,2193,Mon May 25 17:31:52 UTC 2009,exam,xKimmelie,my exam went good. @HelloLeonie: your prayers worked (:,exam went good prayers worked
4,2194,Mon May 25 17:31:58 UTC 2009,exam,laulaulauren,"Only one exam left, and i am so happy for it :D",one exam left happy
0,2195,Mon May 25 17:32:22 UTC 2009,exam,elllllen,Math review. Im going to fail the exam.,math review im going fail exam
0,2196,Mon May 25 17:35:08 UTC 2009,cheney,LPSsports43,Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly,colin powell rocked yesterday cbs cheney needs shut hell go homepowell man honor served country proudly
0,2197,Mon May 25 17:35:43 UTC 2009,cheney,joahs,obviously not siding with Cheney here: http://bit.ly/19j2d,obviously siding cheney
4,2202,Tue May 26 22:39:46 UTC 2009,mashable,paulobsf,Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt,absolutely hilarious
4,2203,Tue May 26 22:40:41 UTC 2009,mashable,christinerose,@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV,never thank including top twitter authors rock amp new wave
2,2204,Wed May 27 00:34:45 UTC 2009,jquery book,cfbloggers,Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629,learning jquery book review
4,2205,Wed May 27 00:37:30 UTC 2009,jquery book,pdelsignore,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign,rt awesome jquery reference book coda webdesign
4,2206,Wed May 27 00:38:44 UTC 2009,goodby silverstein,bskatz,I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them,ive sending emails like crazy today contactsdoes anyone contact goodby silversteinid love speak
2,2207,Wed May 27 00:39:05 UTC 2009,goodby silverstein,sc0ttman,Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF,adobe cs commercial goodby silverstein
4,2208,Wed May 27 00:39:17 UTC 2009,goodby silverstein,designplay,"Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it.",goodby silversteins new site enjoy
4,2220,Wed May 27 23:49:35 UTC 2009,g2,Drisgill,Wow everyone at the Google I/O conference got free G2's with a month of unlimited service,wow everyone google io conference got free gs month unlimited service
4,2221,Wed May 27 23:50:26 UTC 2009,g2,DearJellyHiJely,@vkerkez dood I got a free google android phone at the I/O conference. The G2!,dood got free google android phone io conference g
4,2222,Wed May 27 23:50:48 UTC 2009,g2,itamarw,"@Orli the G2 is amazing btw, a HUGE improvement over the G1",g amazing btw huge improvement g
4,2223,Wed May 27 23:56:46 UTC 2009,googleio,daynah,"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio",html demos lots great stuff come yes im excited io googleio
4,2224,Wed May 27 23:56:53 UTC 2009,googleio,jackdaniels08,@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google!,yay happy place place place love google
4,2225,Wed May 27 23:57:02 UTC 2009,googleio,alpheus1,#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun.,googleio od bringing graphics browser nice tbh funfun
4,2295,Sun May 31 06:51:32 UTC 2009,viral marketing,joshgammon,"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/",awesome viral marketing funny people
2,2296,Sun May 31 06:54:34 UTC 2009,hitler,KatyWheatley1,"Watching a programme about the life of Hitler, its only enhancing my geekiness of history.",watching programme life hitler enhancing geekiness history
0,2355,Tue Jun 02 02:54:08 UTC 2009,"""night at the museum""",TiffanyBakker,saw night at the museum out of sheer desperation. who is funding these movies?,saw night museum sheer desperation funding movies
4,2356,Tue Jun 02 02:54:11 UTC 2009,"""night at the museum""",kezzumz,Night At The Museum 2? Pretty furkin good.,night museum pretty furkin good
4,2357,Tue Jun 02 02:54:14 UTC 2009,"""night at the museum""",bodhibuggy,Watching Night at the Museum - giggling.,watching night museum giggling
2,2358,Tue Jun 02 02:54:29 UTC 2009,"""night at the museum""",HistoryLuV3R,"@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office...",jenna went see night museum today surprised see three cast members office
2,2359,Tue Jun 02 02:54:42 UTC 2009,"""night at the museum""",ErcDrso,About to watch Night at the Museum with Ryan and Stacy,watch night museum ryan stacy
2,2360,Tue Jun 02 02:54:49 UTC 2009,"""night at the museum""",aykataoka,"Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!",getting ready go watch night museum dum dum give gum gum
0,2361,Tue Jun 02 02:55:06 UTC 2009,"""night at the museum""",Bcapote,"Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh.",back seeing star trek night museum star trek amazing night museum eh
4,2362,Tue Jun 02 02:55:31 UTC 2009,"""night at the museum""",crikket_churps,just watched night at the museum 2! so stinkin cute!,watched night museum stinkin cute
4,2363,Tue Jun 02 02:55:50 UTC 2009,"""night at the museum""",tish_tish,"So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up.",night museum awesome much better part next weekend well see
2,2364,Tue Jun 02 02:56:13 UTC 2009,"""night at the museum""",Lilimich,"I think I may have a new favorite restaurant. On our way to see ""Night at the Museum 2"".",think may new favorite restaurant way see night museum
2,2365,Tue Jun 02 02:56:31 UTC 2009,"""night at the museum""",stealing_second,"UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old.",sold im seeing night museum im years old
4,2366,Tue Jun 02 02:56:44 UTC 2009,"""night at the museum""",Pas_de_Cheval,saw the new Night at the Museum and i loved it. Next is to go see UP in 3D,saw new night museum loved next go see
0,2367,Tue Jun 02 03:00:28 UTC 2009,gm,lloydnelson,It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?,shame gm forced make cars white house thinks sell think
0,2368,Tue Jun 02 03:00:40 UTC 2009,gm,overthrow,"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al",u may noticed happy gm situation aig lehman et
2,2369,Tue Jun 02 03:00:51 UTC 2009,gm,economywire,Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r,obama nationalization gm shortterm ap
0,2370,Tue Jun 02 03:02:00 UTC 2009,gm,tradecruz,@Pittstock $GM good riddance.  sad though.,gm good riddance sad though
0,2371,Tue Jun 02 03:02:34 UTC 2009,gm,ZendoDeb,"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8",never buy government motors vehicle recently drove gm cars since bought
0,2372,Tue Jun 02 03:04:22 UTC 2009,gm,rbmshow,Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala,old cocacola guy gm board stupid heck tcot ala
0,2373,Tue Jun 02 03:04:35 UTC 2009,gm,Ash_Craigslist,#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb,rantsandraves worst thing gm concord pleasant hill martinez fucking uaw
0,2374,Tue Jun 02 03:04:45 UTC 2009,gm,BarackProblema,"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good.",give man fish u feed day teach fish u feed life buy gm u fk good
0,2375,Tue Jun 02 03:05:18 UTC 2009,gm,ericdano,"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the..",hear gm thing angry get billions wasted bullshit something like k employees
0,2376,Tue Jun 02 03:05:50 UTC 2009,gm,tradecruz,@QuantTrader i own a GM car and it is junk as far as quality compared to a honda,gm car junk far quality compared honda
0,2377,Tue Jun 02 03:06:40 UTC 2009,gm,ktsophie,sad day...bankrupt GM,sad daybankrupt gm
0,2378,Tue Jun 02 03:06:45 UTC 2009,gm,nicolemg415,is upset about the whole GM thing. life as i know it is so screwed up,upset whole gm thing life know screwed
0,2379,Tue Jun 02 03:14:21 UTC 2009,time warner,ProofofVenom,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs,whoever running time warner needs repeatedly raped rhino understand consequences putting shitty cable svcs
2,2380,Tue Jun 02 03:14:32 UTC 2009,time warner,flywire,"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH",time warner ceo hints online fees magazines ap read mountain viewunited states views
0,2381,Tue Jun 02 03:15:18 UTC 2009,time warner,batchoutlost,#WFTB Joining a bit late. My connection was down (boo time warner),wftb joining bit late connection boo time warner
0,2382,Tue Jun 02 03:15:32 UTC 2009,time warner,floatingatoll,Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C.,cox time warner cox cheaper gets b dslreports tw expensive gets c
0,2383,Tue Jun 02 03:15:52 UTC 2009,time warner,kippy2,i am furious with time warner and their phone promotions!,furious time warner phone promotions
0,2384,Tue Jun 02 03:16:23 UTC 2009,time warner,iamtony,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner,got home chickfila boys damn internets stupid time warner
0,2385,Tue Jun 02 03:16:42 UTC 2009,time warner,dcwhip,could time-warner cable suck more?  NO.,could timewarner cable suck
0,2386,Tue Jun 02 03:17:03 UTC 2009,time warner,JustGLB,Pissed at Time Warner for causin me to have slow internet problems,pissed time warner causin slow internet problems
0,2387,Tue Jun 02 03:18:04 UTC 2009,time warner,chaneykyoto,"@sportsguy33 Ummm, having some Time Warner problems?",ummm time warner problems
0,2388,Tue Jun 02 03:18:49 UTC 2009,time warner,ldmullen,You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j,guys see time warner suck much ass really wish could get uverse apartment
0,2389,Tue Jun 02 03:22:08 UTC 2009,time warner,JohnTurlington,"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside.",rt upside time warner unhelpful phone operators superslow onsite service crap thats upside
0,2390,Tue Jun 02 03:22:19 UTC 2009,time warner,johnscleary,"RT @sportsguy33: New Time Warner slogan: ""Time Warner, where we make you long for the days before cable.""",rt new time warner slogan time warner make long days cable
0,2391,Tue Jun 02 03:23:36 UTC 2009,time warner,ecormany,"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/",confirmed time warners fault facebooks fb taking minutes load tempted switch verizon
0,2392,Tue Jun 02 03:24:00 UTC 2009,time warner,matsonj,@sportsguy33 Time Warner = epic fail,time warner epic fail
2,2393,Tue Jun 02 03:24:45 UTC 2009,china,YildirimNews,Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china,lawson head newedge hong kong business china
2,2394,Tue Jun 02 03:24:59 UTC 2009,china,zedomax,Weird Piano Guitar House in China! http://u2s.me/72i8,weird piano guitar house china
2,2395,Tue Jun 02 03:27:19 UTC 2009,gm,theprovince,Send us your GM/Chevy photos http://tinyurl.com/luzkpq,send us gmchevy photos
0,2396,Tue Jun 02 03:27:34 UTC 2009,gm,PeteHall,I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.,know sad rt st day hurricane season thats less scarey govt taking gm
0,2397,Tue Jun 02 03:27:52 UTC 2009,gm,ram_zone,"GM files Bankruptcy, not a good sign...",gm files bankruptcy good sign
4,2398,Tue Jun 02 03:28:41 UTC 2009,yankees,irishyanks,yankees won mets lost. its a good day.,yankees mets lost good day
4,2399,Tue Jun 02 03:29:47 UTC 2009,dentist,Erinthebigsis,My dentist appt today was actually quite enjoyable.,dentist appt today actually quite enjoyable
0,2400,Tue Jun 02 03:32:10 UTC 2009,dentist,cassieeeelove,I hate the effing dentist.,hate effing dentist
2,2401,Tue Jun 02 03:32:28 UTC 2009,dentist,johnnyt183,@stevemoakler i had a dentist appt this morning and had the same conversation!,dentist appt morning conversation
0,2402,Tue Jun 02 03:33:25 UTC 2009,dentist,b_bassi,@kirstiealley I hate going to the dentist.. !!!,hate going dentist
0,2403,Tue Jun 02 03:34:23 UTC 2009,dentist,cmg11,i hate the dentist....who invented them anyways?,hate dentistwho invented anyways
0,2404,Tue Jun 02 03:34:37 UTC 2009,dentist,arianaflyy,this dentist's office is cold :/,dentists office cold
2,2405,Tue Jun 02 03:34:50 UTC 2009,dentist,jettellis,Check this video out -- David After Dentist http://bit.ly/47aW2,check video david dentist
2,2406,Tue Jun 02 03:35:05 UTC 2009,dentist,AdiOpERsOcoM,First dentist appointment [in years] on Wednesday possibly.,first dentist appointment years wednesday possibly
2,2407,Tue Jun 02 04:29:14 UTC 2009,baseball,HallofChampions,Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu,tom shanahans latest column sdsu ncaa baseball regional appearance
2,2408,Tue Jun 02 04:29:17 UTC 2009,baseball,SimpleManJess,BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a,baseballamericacom blog baseball america prospects blog blog
2,2409,Tue Jun 02 04:29:28 UTC 2009,baseball,Oregon_Live,Portland city politics may undo baseball park http://tinyurl.com/lpjquj,portland city politics may undo baseball park
2,2410,Tue Jun 02 04:39:41 UTC 2009,safeway,AirDye,"RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s",rt ca merceds water bottled safeway resold profit wells drying across county
2,2411,Tue Jun 02 04:40:09 UTC 2009,safeway,csquaredx,dropped her broccoli walking home from safeway! ;( so depressed,dropped broccoli walking home safeway depressed
2,2412,Tue Jun 02 04:41:05 UTC 2009,safeway,XPhile1908,@ronjon we don't have Safeway.,dont safeway
4,2413,Tue Jun 02 04:41:13 UTC 2009,safeway,LaurenAmor,Just applied at Safeway!(: Yeeeee!,applied safeway yeeeee
0,2414,Tue Jun 02 04:41:24 UTC 2009,safeway,TravisJensenSF,@ Safeway. Place is a nightmare right now. Bumming.,safeway place nightmare right bumming
2,2415,Tue Jun 02 04:41:32 UTC 2009,safeway,Lovely_Lauren,at safeway with dad,safeway dad
0,2416,Tue Jun 02 04:41:41 UTC 2009,safeway,fugface85,"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;",hate safeway select green tea icecream bought two cartons waste money gtlt
2,2417,Tue Jun 02 04:42:00 UTC 2009,safeway,_JessicaJOY,"Safeway with Marvin, Janelle, and Auntie Lhu",safeway marvin janelle auntie lhu
2,2418,Tue Jun 02 04:42:29 UTC 2009,safeway,mobileadgirl,Safeway offering mobile coupons http://bit.ly/ONH7w,safeway offering mobile coupons
2,2419,Tue Jun 02 06:52:26 UTC 2009,driving,m_marchesi,"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa",phillies driving cadillac top cali win
2,2421,Tue Jun 02 06:53:09 UTC 2009,eating,TheDebtress,Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.,saved money opting grocery store trip stocking food hotel room fridge vs eating every night town
2,2422,Tue Jun 02 06:53:15 UTC 2009,eating,face_of_boe,"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake.",lounging around eating taco bell watching ncis work tonight need help staying awake
2,2426,Tue Jun 02 06:53:30 UTC 2009,eating,LaraAvni,eating breakfast and then school,eating breakfast school
2,2427,Tue Jun 02 06:53:32 UTC 2009,eating,elpasira,still hungry after eating....,still hungry eating
2,2428,Tue Jun 02 06:53:45 UTC 2009,eating,Fitness_101,10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn,tips healthy eating resultsby fitness blog fitness
2,2429,Tue Jun 02 06:54:11 UTC 2009,eating,ohmurder,"with the boyfriend, eating a quesadilla",boyfriend eating quesadilla
2,2430,Tue Jun 02 06:54:19 UTC 2009,eating,whoaoblivious,"Eating dinner. Meat, chips, and risotto.",eating dinner meat chips risotto
2,2502,Thu Jun 04 16:53:02 UTC 2009,nike,stefanjos,got a new pair of nike shoes. pics up later,got new pair nike shoes pics later
2,2503,Thu Jun 04 16:53:15 UTC 2009,nike,nsborg,"Nike SB Blazer High ""ACG"" Custom - Brad Douglas - http://timesurl.at/45a448",nike sb blazer high acg custom brad douglas
4,2504,Thu Jun 04 16:53:20 UTC 2009,nike,marieforleo,Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes,nike rocks im super grateful ive done amp european division nike beyond
2,2505,Thu Jun 04 16:53:48 UTC 2009,nike,imflashy,Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN,nike air yeezy khakipink colorway release
4,2506,Thu Jun 04 16:54:17 UTC 2009,nike,TheGlossMagazin,@evelynbyrne have you tried Nike  ? V. addictive.,tried nike v addictive
2,2507,Thu Jun 04 16:54:32 UTC 2009,nike,MiniGreek,@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....,looks awful lot like one nikes private jetsim sayin
4,2508,Thu Jun 04 16:54:36 UTC 2009,nike,TracySuter,The Nike Training Club (beta) iPhone app looks very interesting.,nike training club beta iphone app looks interesting
0,2529,Sun Jun 07 01:12:38 UTC 2009,jquery,TobyJuanKenobi,argghhhh why won't  my jquery appear in safari bad safari !!!,argghhhh wont jquery appear safari bad safari
2,2530,Sun Jun 07 01:12:44 UTC 2009,jquery,inBlogs,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt,devsnippets jquery tools javascript ui components web
2,2531,Sun Jun 07 01:12:46 UTC 2009,jquery,vmkobs,"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/",ajaxjquery css javascript many examples
4,2532,Sun Jun 07 01:13:23 UTC 2009,jquery,ghurson,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js",im ready drop pretenses forever love jquery want marry sorry ladies nerd jqueryspokenforjs
2,2533,Sun Jun 07 01:13:34 UTC 2009,jquery,5x1llz,"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq",cold looking googles chartvisualization api found jquery wrapper api
2,2534,Sun Jun 07 01:13:43 UTC 2009,jquery,bryall,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.,spent day reading jquery book start drinking delirium tremens
2,2535,Sun Jun 07 01:14:41 UTC 2009,jquery,vmkobs,jquery Selectors http://codylindley.com/jqueryselectors/,jquery selectors
2,2536,Sun Jun 07 01:15:08 UTC 2009,jquery,maheshcha,How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ,implement news ticker jquery ten lines code
2,2537,Sun Jun 07 03:27:52 UTC 2009,warren buffet,MyBenchmarkMtg,What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO,whats buffet warren buffett kicks butt battle boots posted byalex crippe
4,2538,Sun Jun 07 03:28:18 UTC 2009,warren buffet,PragCapitalist,"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga",super investors great weekend read warren buffet oldie goodie
2,2539,Sun Jun 07 03:28:26 UTC 2009,warren buffet,SmartMouthBroad,I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul,im truly braindead couldnt come warren buffets name save soul
4,2540,Sun Jun 07 03:29:04 UTC 2009,warren buffet,goncalol,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio",reading michael palin book python yearsgreat book also recommend warren buffet amp nelson mandelas bio
4,2541,Sun Jun 07 17:42:50 UTC 2009,notre dame school,BobtheRobot,"I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it.",mean im notre dame good school id closer dan id enjoy
0,2543,Sun Jun 07 21:47:45 UTC 2009,time warner,Hittman,"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html",cant watch tv without tivo years timewarner dvr still sucks
4,2544,Mon Jun 08 00:01:27 UTC 2009,federer,aiban,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis,id say sports writers idiots saying roger federer one best ever tennis roger federer best ever tennis
0,2545,Mon Jun 08 00:12:16 UTC 2009,kindle2,nyctimes,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.,still love kindle reading new york times feel natural miss bloomingdale ads
4,2546,Mon Jun 08 00:13:48 UTC 2009,kindle2,k8tb52,I love my Kindle2. No more stacks of books to trip over on the way to the loo.,love kindle stacks books trip way loo
0,2558,Mon Jun 08 19:59:10 UTC 2009,at&t,taylorcarrigan,"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.",although todays keynote rocked every great announcement atampt shit us little bit
0,2559,Mon Jun 08 19:59:50 UTC 2009,at&t,susanjane,"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)",much obsession cell phones iphone im slave atampt forever
2,2560,Mon Jun 08 20:01:17 UTC 2009,at&t,stick08,@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?,oh see thought atampt mhz wcdma
2,2561,Mon Jun 08 20:01:55 UTC 2009,at&t,CaptainCraigos,@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?,read tethering support phil atampt joining
0,2562,Mon Jun 08 20:06:40 UTC 2009,at&t,iPhoneFuzzball,Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter,fuzzball fun atampt p
0,2563,Mon Jun 08 20:07:44 UTC 2009,at&t,itsolivia,"Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass",today good day dislike atampt vote office indeed
4,2564,Mon Jun 08 20:46:18 UTC 2009,wave sandbox,kyrabeckf,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave,got wave sandbox invite extra excited bad class ill play soon enough io wave
0,2575,Tue Jun 09 03:58:11 UTC 2009,summize,auxesis,looks like summize has gone down. too many tweets from WWDC perhaps?,looks like summize gone many tweets wwdc perhaps
2,2576,Tue Jun 09 05:14:20 UTC 2009,kindle2,deedeewarren,I hope the girl at work  buys my Kindle2,hope girl work buys kindle
2,2577,Tue Jun 09 05:14:32 UTC 2009,kindle2,RogerSPress,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush,missed insightfilled may column one smart guy looking closely hes impressed kindle
4,2578,Tue Jun 09 05:17:27 UTC 2009,kindle2,kmozena,"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen",thanks much one happy kindle winners surprised fabulous thank best kathleen
0,2579,Tue Jun 09 05:53:40 UTC 2009,iphone app,Jesssssii,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T,man kinda dislike apple right case point iphone gs wish video recorder app please
4,7011,Wed Jun 10 04:03:37 UTC 2009,kindle2,jimhong,@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.,kindle amp sony prs like physical device feels good font nice pg turns snappy enuf ui little klunky
4,7012,Wed Jun 10 04:03:53 UTC 2009,kindle2,Ant_Ward,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?",kindle seems best ereader work uk get one
4,7015,Wed Jun 10 05:24:40 UTC 2009,google,popitlockit,"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha.",google addiction thank pointing hahaha
